Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/25/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Colombia,COL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,284.1160777,302.9963054,330.0916259,388.5196779,448.3753438,464.6609507,539.4199528,686.6249738,812.5037114,945.8148077,1108.195051,1174.233518,1220.103399,1158.79394,1104.454775,971.1645798,961.2761795,950.4386461,1028.515387,977.4238898,1160.521708,1207.121626,1429.677591,1622.052118,1984.350867,2185.269625,2207.988544,2373.861627,2174.328235,1807.513417,2029.488327,2004.472062,1962.415782,1838.09767,2225.879749,2757.741851,2995.776341,3824.233288,4353.425838,4245.381217,5077.779928,5696.122665,6316.939017,6510.472691,6553.21575,5214.13076,5029.925374,5365.90629,5561.638957,5306.770945,4464.963409,,
Comoros,COM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,601.3618979,539.8498385,490.4837259,497.3765034,468.8580875,480.6429932,664.1303637,786.1163927,804.7299265,758.2104029,921.3754265,888.0560678,941.974136,908.4343055,621.9477362,747.5763522,725.9159526,653.2297881,647.7334504,661.2320131,598.6577392,633.9912412,696.0996287,873.1283437,996.3357791,1011.828345,1061.297508,1178.335766,1325.645792,1286.549346,1258.892602,1383.073825,1337.048156,1439.683821,1449.008999,1190.474474,1224.800941,1282.279613,1391.139683,1348.886524,1376.107539,,
Cabo Verde,CPV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.7514731,662.2450472,662.0514479,741.7788075,751.7292992,817.0319368,1104.800914,885.5318081,1033.399042,1032.800847,988.0959193,1024.258986,1139.420122,1001.955976,1035.637841,1109.684713,1446.061776,1615.913555,1643.639162,1833.402158,2542.4637,2913.439816,2803.948073,2620.42271,2927.219267,2718.44732,2885.53506,2826.925333,2430.408086,2508.937389,2633.887347,2936.643709,2932.880298,2469.553747,,
Costa Rica,CRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,501.9992556,553.5312409,673.4992697,719.6124361,816.5720833,980.1086069,1227.673323,1358.698507,1503.562108,1736.109409,852.0473706,781.6735256,990.007677,1157.464949,1224.534121,1364.390933,1357.003809,1333.464364,1474.228116,1622.723487,2027.158901,2363.573562,2587.023525,2807.330882,3017.402837,2991.538197,3156.363799,3315.651222,3300.033343,3378.509727,3530.975947,3596.947847,3688.748825,3927.031329,4170.268246,4721.076961,5549.78827,6330.881212,6118.529438,7412.924079,8296.895078,9109.331525,9677.784145,9734.51179,10441.54744,10782.34255,10833.58751,11047.9372,11164.91179,10639.87905,,
Caribbean small states,CSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1845.398781,2085.902335,2565.463774,2538.778425,2291.700953,2180.305474,1968.329727,2033.034926,2212.027911,2206.539455,2307.831692,2295.160074,2269.264831,2510.043279,2577.068274,2957.243773,3236.801014,3697.001586,3979.039456,4129.065927,4286.597774,4417.71906,4603.871869,4794.00348,5308.023871,5782.637824,6468.190421,7252.212536,8279.739581,6851.443825,7318.003888,7466.011192,7761.795014,8064.482771,8434.010503,8571.967066,7919.162903,8147.649104,8343.68092,8589.465927,7312.511304,,
Cuba,CUB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,578.5606,690.6234345,799.7517096,967.9046921,1091.105922,1225.526253,1285.139694,1313.523855,1641.21922,1788.897991,1801.278728,1812.153847,1870.063797,1968.802622,2114.937719,1981.908547,2078.854117,2142.738771,2313.178324,2258.871671,2371.743387,2000.878518,1813.915934,1835.360866,2320.744877,2427.997352,1979.002075,2000.618505,2033.736734,2224.965457,2370.034565,2469.444999,2616.677,2796.363,2951.479474,3300.85147,4093.080126,4418.934027,4631.826206,4729.887246,4862.453375,5230.796665,5560.80754,5890.49176,6159.919882,6703.923371,7014.969907,7417.98247,7638.541524,,,,
Curacao,CUW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,1018.55188,1325.759644,1727.195557,2279.30835,3750.784912,3534.247314,3608.211426,3534.536133,3682.914307,3871.001709,4799.775879,5700.685059,6515.430176,6874.387207,8251.990234,8303.280273,9676.452148,9012.384766,9935.892578,12442.87402,12306.18262,11472.29199,13496.97461,12438.03906,11346.93066,11974.13574,13312.54785,17016.91992,19631.49219,20741.62305,22179.05859,25734.57227,30766.46875,28203.19727,26815.41211,29301.91602,25077.46484,23637.7832,22661.11328,20097.61328,20533.84766,22639.23438,24782.80273,24379.08008,22557.13086,,
Czechia,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127.218081,3662.744948,4563.080232,5107.202226,4648.478697,5004.392955,4843.763638,4584.278364,5013.773519,6065.343581,7405.559746,8744.092796,10143.67178,11359.06281,13676.7936,16782.12365,14316.20728,14192.35766,15433.47474,14289.06205,14481.5823,14292.81838,12891.10532,13482.08451,15284.60155,17419.30818,17454.43824,17172.9272,,
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2398.907248,2758.164973,3286.204896,4345.386476,4822.147244,5311.078924,5657.695592,6543.323954,8120.769106,9606.722693,10269.21641,8548.104084,8264.083855,8253.814091,7830.437523,7937.527681,11295.91335,13948.07044,15125.18422,15022.3291,18935.55312,19718.60717,22227.81542,21217.57462,22465.03361,26401.71149,25472.03481,22462.78709,22659.13206,22123.17288,19480.13219,19433.52767,20549.08062,24711.49706,28456.27487,28838.6371,30738.69187,35110.4552,37988.0551,34662.14731,34787.4548,39520.09574,36932.72311,38953.51525,40289.46858,34601.01764,35591.56871,37677.17204,40746.2168,39623.09075,38425.66614,,
Djibouti,DJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.3362881,775.1877801,780.2528478,784.5336726,788.9115452,757.407601,739.8703088,721.3920923,732.9028364,735.3911904,734.9235168,737.5963833,763.4471259,801.6305819,833.3159511,877.2577218,912.9202215,1034.967308,1001.848992,981.4084895,1081.102658,1166.76586,1625.165616,1882.970984,2073.305196,2102.119885,2118.653591,2399.449032,2648.143101,2680.145443,,
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,964.1289623,1090.387302,1187.217105,1307.02314,1427.816327,1566.301238,1787.895878,2030.547146,2318.171696,2480.844336,2698.843142,2907.009402,3108.932302,3282.394435,3473.367333,3592.556618,3765.929759,3926.203407,4196.560962,4192.565357,4052.277001,4294.522898,4134.13387,4279.021383,4477.876815,4472.855913,4977.539444,5291.069595,5753.450404,5977.07543,5998.857682,5829.179963,5667.406942,5722.426826,6853.08374,6242.570956,6844.371668,6155.678545,6623.907698,7135.439574,6112.144538,,
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2934.619384,3243.637007,3933.638516,5285.862964,5738.703274,6809.818319,7553.465504,8448.494455,10256.96138,11786.60996,11605.36741,9899.821084,9623.810034,9688.440679,9426.510663,9981.112946,14188.09686,17542.01214,18377.51141,17579.08048,21689.24566,21534.73629,23748.68916,22305.7869,24413.91995,28870.71286,29023.87137,26622.03717,27247.50593,27394.90764,24600.59382,24788.11722,26747.43057,32660.80248,38088.40822,40314.94338,43110.23112,47957.84236,52148.61145,47483.31819,47959.00715,51228.61881,48814.46931,51794.61993,53767.19849,45788.03979,46821.19076,49134.60462,52848.81876,51399.61053,52666.34897,,
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,345.8725435,409.3140467,461.1103631,558.4068845,670.9857679,717.9369326,800.5676014,831.0622207,940.6902552,1056.946977,1124.518701,1219.584543,1286.041848,1505.39478,699.9161996,855.2296145,785.9917664,695.8051113,863.1905672,901.3216492,1232.603921,1442.935511,1556.190467,1727.322558,1911.452746,2088.23028,2277.548384,2449.307837,2451.084439,2642.474954,2759.967822,2870.793481,2123.643366,2131.82635,3514.066639,3658.779744,4163.790478,4659.269005,4617.547321,5070.41447,5373.620604,5540.405613,5557.607126,5870.758018,6231.484488,6515.846268,6739.566159,7123.862631,7279.792091,6310.524427,,
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,292.9020767,307.237188,394.1932171,480.0870173,636.48299,744.2753099,781.1662621,842.4633963,1083.817431,1083.905218,1480.247626,1637.871299,1683.50548,1799.846554,1947.511521,2037.201568,2277.468483,2277.060239,1958.120199,1773.299667,1882.5378,1367.565317,1439.504593,1447.057953,1192.718848,1131.05419,1202.661883,1254.058756,1298.814878,1231.280975,1291.259609,1331.392689,1336.947859,1544.775674,1887.541919,2078.984942,2334.538613,2795.078775,3481.727925,2964.136137,3443.747777,3999.678135,4125.58133,4096.060521,4141.515703,3319.406764,3292.146148,3362.944391,3264.69429,3177.320626,2760.23351,,
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,103.042967,107.4450852,117.8552542,143.5555492,154.8971315,169.0701483,166.6170606,188.3085287,179.6314279,191.5187165,214.7886142,231.3276507,243.5677095,253.076515,272.4989895,296.1075763,289.5362186,272.0201392,310.4841995,340.6820392,358.6721036,393.3376066,439.335253,482.125653,580.4058951,706.003454,804.4845646,840.6017946,787.9026157,894.4066327,986.1631165,1064.390765,1277.525367,1581.767919,1906.822584,2284.127281,2846.954629,3774.526382,4885.485368,5446.837367,6362.447705,7515.873178,4132.504063,4442.924453,4792.408283,4932.588953,5044.643222,5479.460045,5967.919188,6138.536336,6097.458165,,
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,197.7954305,209.5365748,223.9486457,277.4493011,358.6063577,384.0262994,404.5871502,438.1576968,475.9819267,528.9318289,649.9799586,727.4327235,687.3039442,673.6503446,652.8451938,660.7676424,657.8136255,640.0543001,668.3040754,659.10652,753.3178662,793.9989355,864.6186861,949.7291266,985.8926157,980.9541554,1057.353568,1128.303435,1122.519718,1188.051973,1266.850505,1268.76823,1308.565746,1533.666146,1817.24256,2141.688765,2540.206607,3192.454732,3832.091306,3981.657391,4675.825799,5229.85266,2747.615262,2737.986414,2810.423342,2698.265716,2728.382334,2901.554614,2862.870424,2921.433082,2691.779167,,
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,272.5041534,293.7460389,353.8099248,455.5868643,508.2485217,547.7895422,589.5751819,691.0658231,865.896334,903.5118962,948.4838129,1029.657305,994.7519112,1045.70383,1098.71728,1149.329201,1478.51094,1690.788269,2017.135869,2059.196353,2106.905613,2336.716508,2498.362843,2756.120154,3041.100056,3449.384395,3285.77509,3103.007209,2744.224999,3075.414525,3323.199448,3117.857655,3264.297936,3738.172621,4284.56307,4684.761943,5179.57085,6127.652243,7318.553077,7775.141955,9006.7346,10383.20389,7323.883606,7289.369055,7486.464952,7384.612103,7632.173898,8101.213818,8633.473559,8770.606848,8643.050782,,
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.974761,1400.439076,1125.528181,1236.635187,1366.224685,1460.981238,1429.022014,1247.305873,1401.40112,1359.043796,1565.5764,1974.833771,2668.311569,3376.355129,4125.002881,5399.617334,6579.270667,5136.523757,6243.836173,7667.387122,8157.080627,8590.233201,7897.697167,6092.514744,5711.74522,6311.189636,6329.326688,6362.085566,6030.346581,,
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1160.482566,1295.429815,1535.829276,1930.850109,2145.212844,2481.767659,2556.355288,2860.615459,3471.843358,4197.957831,4689.388048,4095.300891,3901.782385,3761.359565,3596.557507,3699.119388,5051.245971,6201.335072,6881.968056,6972.695205,8597.118527,8853.432176,9610.247456,8719.224739,9129.059167,10471.95866,10743.908,10230.65382,10568.85814,10461.91347,9800.770327,9849.489319,10718.95883,13009.20266,15196.32746,16113.94841,17359.55062,20123.76675,21718.38051,19017.89018,19483.12676,21498.21538,20591.43218,21438.62868,21615.24272,18568.93878,18439.93571,19461.86368,20738.17399,20374.00362,19417.35325,,
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,427.0016356,398.4431047,442.7278231,506.9259527,818.874283,974.3848552,1099.399567,1312.12473,1363.658355,1467.766227,1805.637716,2204.646241,1942.788964,1570.577821,1490.218743,1473.028133,1323.630387,1162.041108,999.6360311,1005.038329,1080.156727,1267.973652,1337.250788,1364.381569,1623.911906,1691.775318,1671.040447,1897.091415,1892.529964,1195.21429,1006.055788,1456.344508,1709.135113,1910.511846,2012.752533,2187.743427,2400.903085,2597.349103,3130.03738,3374.648689,3646.451399,4038.483637,4475.229775,4837.792391,5070.333363,4960.462553,4860.912324,4932.50136,4850.104554,4728.535588,4197.130988,,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,219.8048973,229.9055145,243.9821796,258.1006953,225.6413658,271.2348824,294.0492861,299.3918385,287.4590086,284.2106299,312.1686439,320.8638859,427.9439706,471.8003963,499.8698489,551.1674683,631.2347636,632.6504811,541.6026711,577.8355308,580.0899981,539.1248985,591.5815083,659.0107125,726.5191868,815.8332026,893.6498738,1041.236935,1135.305827,1157.403737,1226.721304,1208.173144,1019.951986,928.1901174,869.1175991,947.2852797,1121.682868,1359.835255,1619.541879,1921.203384,2141.896855,2196.015235,2611.404056,2643.658502,2768.894781,3047.651021,3013.730281,2037.360556,2082.906766,2484.361655,3022.160434,,
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1971.120635,2218.913889,2661.096329,3428.266006,3827.687543,4394.545027,4565.884969,5159.883659,6302.998882,7587.107365,8403.651031,7185.204349,6898.658944,6725.000689,6444.973227,6618.891906,9331.672763,11545.27361,12699.36981,12900.46048,16146.71957,16631.23853,18245.26631,16542.56505,17366.27062,20095.01001,20312.14591,18527.04421,18970.0834,18871.50262,17061.91361,17201.76365,18543.06938,22707.86372,26070.95651,26813.66855,28452.69159,32452.82886,35034.51836,31806.15148,31123.19302,33726.52383,31114.26238,32414.49946,32989.35437,28291.12926,29068.67424,30720.75501,33183.87313,32404.56618,30675.84131,,
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1052.814979,1187.210701,1503.326019,1989.540296,2433.069856,2814.13965,2853.996966,3168.626576,3810.813272,5004.2282,5356.463397,4549.856008,4351.442342,3741.54908,3764.696292,3957.031444,5565.356459,7085.671943,8329.143204,9231.135603,11975.1178,12867.79244,13976.00734,11566.09648,11416.79591,13418.81697,13910.60186,12721.96761,13316.76221,13613.78815,12755.24816,13213.12302,14647.94706,18506.78766,21393.70777,22572.02782,24097.15354,27437.42357,29461.3926,26780.27655,25463.43127,26116.99947,23493.50295,24338.74398,24558.14198,21574.75264,22572.45048,23802.7568,25714.57146,25199.85289,22544.89412,,
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406.052036,3745.002166,4412.74613,5885.170521,7260.07832,8609.339649,10333.38143,13298.75775,14456.5161,11654.87762,11359.17844,13733.67106,13886.47355,15448.51411,16450.54989,14201.41866,15040.09065,16677.88733,19086.7926,19445.51283,19403.44083,,
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,172.4965411,164.4740107,195.2429039,179.6145848,213.4714165,206.3482642,215.2206303,211.684372,213.5528326,215.2487387,229.0318277,162.648182,132.7640263,89.83810515,85.24020333,96.52711434,95.32300842,78.42838857,88.40707553,92.19453561,89.94589171,75.54193592,64.48395585,85.26147549,109.4658524,137.5036078,166.6712808,231.8511922,275.8465162,249.2477854,252.6661744,337.8284722,364.5542557,426.14143,483.3028716,553.0608849,602.670916,638.6801047,717.4663494,792.3632098,,
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1644.549469,1847.100482,2212.956755,2843.870357,3168.555862,3653.938305,3804.903169,4276.417197,5194.629901,6234.941582,6896.543179,5914.972776,5654.17173,5489.976183,5282.256652,5427.502858,7621.577705,9428.281431,10347.62363,10516.31506,13100.90784,13502.0956,14786.4636,13373.07134,14130.09638,16443.97668,16706.76306,15299.11677,15723.07906,15644.4089,14255.3637,14420.33392,15620.78706,19138.6068,22040.91317,22900.22149,24435.62695,28084.20418,30642.26953,27571.42104,27241.52477,29591.0879,27412.11725,28636.50693,29170.64914,25091.65823,25770.22801,27366.49565,29610.72834,29050.44574,27730.58618,,
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,271.7653382,468.1735347,441.4456534,355.8546752,305.4541471,307.3672304,288.1786745,274.2931328,300.8685611,259.8224967,426.4186925,458.1856052,466.4923596,446.5074571,464.3354542,598.1449993,633.7705413,758.0562743,861.2239683,1048.290968,1219.098323,1341.858905,1680.126272,2237.657838,2898.461855,3639.971424,4671.777575,6325.147833,8396.18184,9011.864193,10284.48018,11477.05766,1840.885032,1811.391746,1869.827572,1522.735291,1374.883701,1369.176788,1445.205122,1526.355132,1388.504068,,
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2137.893209,2331.777291,2722.306182,3559.935217,4481.946423,5229.751761,5605.992177,5796.104266,6254.733548,7740.970613,9262.690474,8941.341309,8947.928047,8545.406774,8840.972948,9305.618132,12247.00446,15131.7745,18007.84013,19136.90663,22318.38125,19373.71912,16705.23146,13110.86105,15470.10219,20710.89234,20549.41237,20039.8402,21049.03714,21534.8765,20023.60312,20626.72428,22311.39232,26955.02091,31543.66986,32374.43752,34305.46782,40162.50006,44008.9843,38722.42541,38202.1819,41702.49008,38832.04003,40385.23638,41088.83308,35152.2362,35815.06201,37727.66218,40900.78716,39672.14904,39966.40683,,
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1643.057735,1650.098837,1504.319335,1405.376163,1446.284367,1385.303951,1539.368728,1362.105914,1261.000812,1331.372212,1454.316658,1505.773307,1663.357489,1774.139003,1944.325021,2150.57219,2343.19987,2236.167082,1719.035147,1989.723595,1801.375628,1721.569128,1963.771198,2398.24855,2834.7068,3116.791101,2996.124449,3355.107716,3496.852685,2890.127652,3032.559661,3488.975186,3634.867078,3959.245545,4351.554768,4099.089931,4371.499296,4589.675192,4868.934128,4678.392533,3948.278929,,
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2527.566692,2800.335749,3379.561634,4348.710017,4623.940694,5785.358451,5920.635082,6474.502271,7947.70904,9591.614618,10840.90547,9411.18284,8833.735177,8361.015146,7855.179923,8198.089077,11490.38164,13885.99014,15138.64391,15057.54138,18461.55173,18226.92916,20180.78454,18936.46744,19896.0111,22867.1358,22934.56417,20793.9079,21482.7332,21380.42746,19223.22251,19322.04146,20641.61094,25187.10405,28894.70594,29652.69728,31080.67639,35436.14925,38496.13216,35067.82881,34310.01414,37179.17988,34366.26608,35806.98331,36132.09522,30878.47487,31132.53,32620.98128,34876.74754,33928.70682,31681.88462,,
Faroe Islands,FRO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.547714,1922.829841,1952.226026,1915.022632,1742.936497,1821.984255,1875.048738,1984.773579,2033.909881,2042.415123,2066.194454,2057.036027,2174.558141,2219.464457,2279.291174,2325.99233,2570.512921,2654.499119,2757.972735,2941.292267,2941.036449,2960.470653,3232.694881,3306.000554,3540.191482,3469.981575,3822.763208,3785.75994,,
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,337.7408937,381.8500318,405.0625647,746.0194196,959.0532687,1546.27291,2645.910843,2158.699912,1497.980154,935.3234025,2876.97927,3410.14669,3332.833567,2812.196804,2576.039354,2341.20073,2467.33559,2062.030422,2773.526103,2489.521507,2760.028951,2970.65298,2726.64287,1772.250277,1899.175944,2037.328415,2317.986325,2177.067568,2214.168953,1960.038731,1678.342767,2044.483567,2266.527788,2628.681706,2572.110046,3087.702486,3014.657662,3487.375436,3979.462418,3993.383042,4198.367358,4725.292408,4693.367963,4971.765444,5723.390155,4741.166554,4515.628079,4415.267999,4727.970446,4450.405014,4210.956727,,
United Kingdom,GBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2261.769623,2525.312134,2865.262594,3236.197917,3466.627442,4090.135249,3922.157665,4334.102516,5508.149089,7029.04474,8881.945474,8376.414999,8025.437786,7644.445298,7202.797462,7508.886482,9407.298475,11514.53627,14040.05424,14048.46723,16425.11831,17128.06258,17899.88782,16163.44268,17708.15607,18955.27971,20187.86006,22857.52865,24769.58246,24787.15749,24420.12495,24113.2739,26192.59895,29954.12705,35208.58274,36814.719,38329.35735,43156.36083,39868.37096,32521.43788,33511.25048,35731.23184,35567.56979,36220.96755,39592.15474,37646.75907,34254.59542,34060.8031,36247.52054,,,,
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.6989764,606.709536,653.3160564,694.210237,735.5137246,865.5270805,1146.653187,1442.682506,1773.975555,2296.344666,2882.875336,2433.256989,2713.778686,3350.431923,3765.167301,3904.337857,4039.264711,3333.06343,3259.457768,3507.366515,3864.344408,3803.291778,3416.983685,,
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,231.8059459,196.5018687,220.7786758,253.1741676,233.0223772,223.0569954,248.688273,283.222037,300.5795016,315.3094549,297.7755351,274.2340561,267.4987906,278.9276987,276.3781221,341.2242154,292.1186883,291.9867904,288.8168513,311.6687328,343.9386007,322.2794452,283.8088784,240.976954,279.3194487,291.0955997,286.2786268,304.5794006,322.7024977,187.6543429,199.6809733,223.1891709,259.307079,306.4036833,371.4176564,729.699639,855.0775654,965.4639469,845.1874945,1010.815341,1123.69999,1119.883313,1799.74819,1450.664674,1331.927134,1485.679377,1523.649611,1682.715016,1679.666048,1812.003471,,
Gibraltar,GIB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,282.8464092,290.3766825,335.0255925,325.3098086,346.0425266,378.3139644,414.2604553,413.3028464,412.3903645,414.0433305,424.1542769,414.9427469,380.0955182,363.3285734,303.8363612,280.9345748,289.8890764,293.8992108,315.4581582,232.5614074,379.2875987,555.5970493,597.2501846,546.4147912,548.557442,523.4278818,572.4407793,590.9786415,607.636408,609.1417092,565.6314998,675.9760247,756.6202801,850.254262,914.9928932,,
"Gambia, The",GMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,278.7318091,245.0043522,232.841197,209.4259095,184.3155861,255.5841138,207.5617336,232.8984411,241.1526657,224.4803474,231.5034834,529.2147932,523.4303658,531.7410759,506.9966638,515.3323201,539.7757309,488.134084,493.5028871,465.6047879,432.2735751,364.5872832,286.9333197,229.2165882,479.9925277,498.2906094,489.0807676,574.3284835,671.7842863,596.7562537,612.5626346,513.8837663,489.1674859,463.748232,405.9693774,439.0323117,453.6680624,452.3147641,526.8727111,553.1548847,560.0741818,,
Guinea-Bissau,GNB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,73.94386641,132.8119355,127.9914311,140.9282088,115.5902105,141.3104898,98.81302344,134.1723257,118.2403289,160.6564612,180.9257168,182.8714745,148.3513045,159.7540887,149.7489023,138.7116403,150.1123119,154.0915385,96.85568411,128.7255978,239.845031,248.9757663,259.8821189,270.4351092,310.6857459,337.6863524,335.0225601,369.0526175,444.587329,408.0186071,424.8218862,556.2865489,461.5727698,461.909587,476.5717157,452.7956926,507.1289082,572.1186239,645.5094649,638.5922791,614.0606047,,
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,125.9303116,58.14139085,51.63395574,76.2685033,94.00279191,109.4185732,123.8698459,151.4473086,162.4321117,125.539507,187.2350717,195.521735,236.4345567,218.8432168,98.68665842,106.8980479,159.203906,271.8881041,209.0155107,237.5946404,,,-219.0044495,-124.1662065,,-422.9313987,2930.319389,3780.519747,4438.224479,4105.592604,2213.471656,3274.188366,3961.846609,4841.823233,5352.128508,4740.581856,4199.341627,3600.163188,3643.315805,3035.875575,2799.750124,,
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20750.95769,23858.4969,26206.8347,24352.29519,21593.75134,20255.10678,18104.0622,17852.53406,18007.65347,14991.3733,14886.50395,15480.638,16524.37771,16118.57712,14754.40813,,
